1 Max VERSTAPPEN,,MV_Laptime_s,MV_Cumulative,,11 Sergio PEREZ,,SP_Laptime_s,SP_Cumulative,,2 Logan SARGEANT,,LS_Laptime_s,LS_Cumulative,,23 Alex ALBON,,AA_Laptime_s,AA_Cumulative,,4 Lando NORRIS,,LN_Laptime_s,LN_Cumulative,,81 Oscar PIASTRI,,OP_Laptime_s,OP_Cumulative,,10 Pierre GASLY,,PG_Laptime_s,PG_Cumulative,,31 Esteban OCON,,EO_Laptime_s,EO_Cumulative,,14 Fernando ALONSO,,FA_Laptime_s,FA_Cumulative,,18 Lance STROLL,,LS_Laptime_s,LS_Cumulative,,16 Charles LECLERC,,CL_Laptime_s,CL_Cumulative,,55 Carlos SAINZ,,CS_Laptime_s,CL_Cumulative,,20 Kevin MAGNUSSEN,,KM_Laptime_s,KM_Cumulative,,27 Nico HULKENBERG,,NH_Laptime_s,NH_Cumulative,,3 Daniel RICCIARDO,,RIC_Laptime_s,RIC_Cumulative,,22 Yuki TSUNODA,,YT_Laptime_s,YT_Cumulative,,24 Guanyu ZHOU,,GZ_Laptime_s,GZ_Cumulative,,77 Valterri BOTTAS,,VB_Laptime_s,VB_Cumulative,,44 Lewis HAMILTON,,LH_Laptime_s,LH_Cumulative,,63 George RUSSELL,,GR_Laptime_s,GR_Cumulative,,,,RBR1,RBR2,SF1,SF2,M-AMG1,M_AMG2,AMR1,AMR2,MCL1,MCL2,ALP1,ALP2,ATO1,ATO2,WIL1,WIL2,HAS1,HAS2,SAUB1,SAUB2
19 1:35.283,01:35.3,95.283,1864.896,,19 1:36.038,01:36.0,96.038,1871.109,,19 1:37.742,01:37.7,97.742,1987.039,,19 1:37.763,01:37.8,97.763,1900.788,,19 1:36.416,01:36.4,96.416,1880.935,,19 1:36.577,01:36.6,96.577,1883.418,,19 1:37.702,01:37.7,97.702,1908.876,,19 1:38.332,01:38.3,98.332,1902.81,,19 1:37.072,01:37.1,97.072,1893.812,,19 1:37.554,01:37.6,97.554,1897.937,,19 1:36.821,01:36.8,96.821,1877.124,,19 1:36.236,01:36.2,96.236,1873.788,,19 1:37.792,01:37.8,97.792,1899.087,,19 1:37.862,01:37.9,97.862,1907.345,,19 1:38.350,01:38.4,98.35,1903.875,,19 1:37.396,01:37.4,97.396,1896.847,,19 1:37.652,01:37.7,97.652,1895.473,,19 1:37.662,01:37.7,97.662,1907.944,,19 1:36.694,01:36.7,96.694,1887.218,,19 1:37.233,01:37.2,97.233,1875.967,,18,1769.613,0,5.458,10.69,7.939,20.911,9.121,27.127,30.77,14.906,17.228,34.865,41.561,29.838,35.912,33.412,119.684,31.682,39.87,40.669,28.208
20 1:35.160,01:35.2,95.16,1960.056,,20 1:36.278,01:36.3,96.278,1967.387,,20 1:37.820,01:37.8,97.82,2084.859,,20 1:37.701,01:37.7,97.701,1998.489,,20 1:36.501,01:36.5,96.501,1977.436,,20 1:36.644,01:36.6,96.644,1980.062,,20 1:38.036,01:38.0,98.036,2006.912,,20 1:38.185,01:38.2,98.185,2000.995,,20 1:37.357,01:37.4,97.357,1991.169,,20 1:37.859,01:37.9,97.859,1995.796,,20 1:36.794,01:36.8,96.794,1973.918,,20 1:36.034,01:36.0,96.034,1969.822,,20 1:38.062,01:38.1,98.062,1997.149,,20 P 1:40.798,01:40.8,100.798,2008.143,,20 1:37.865,01:37.9,97.865,2001.74,,20 1:37.766,01:37.8,97.766,1994.613,,20 1:37.749,01:37.7,97.749,1993.222,,20 1:38.285,01:38.3,98.285,2006.229,,20 1:36.264,01:36.3,96.264,1983.482,,20 1:36.732,01:36.7,96.732,1972.699,,19,1864.896,0,6.213,12.228,8.892,22.322,11.071,28.916,33.041,16.039,18.522,37.914,43.98,31.951,38.979,35.892,122.143,34.191,42.449,43.048,30.577
21 1:35.316,01:35.3,95.316,2055.372,,21 1:36.165,01:36.2,96.165,2063.552,,21 1:38.009,01:38.0,98.009,2182.868,,21 1:37.918,01:37.9,97.918,2096.407,,21 1:36.620,01:36.6,96.62,2074.056,,21 1:36.733,01:36.7,96.733,2076.795,,21 1:38.094,01:38.1,98.094,2105.006,,21 1:39.363,01:39.4,99.363,2100.358,,21 1:37.342,01:37.3,97.342,2088.511,,21 1:38.022,01:38.0,98.022,2093.818,,21 1:36.977,01:37.0,96.977,2070.895,,21 1:36.104,01:36.1,96.104,2065.926,,21 1:38.010,01:38.0,98.01,2095.159,,21 1:58.699,01:58.7,118.699,2126.842,,21 1:37.392,01:37.4,97.392,2099.132,,21 1:37.777,01:37.8,97.777,2092.39,,21 1:37.947,01:37.9,97.947,2091.169,,21 1:37.730,01:37.7,97.73,2103.959,,21 1:36.510,01:36.5,96.51,2079.992,,21 1:36.769,01:36.8,96.769,2069.468,,20,1960.056,0,7.331,13.862,9.766,23.426,12.643,31.113,35.74,17.38,20.006,40.939,46.856,34.557,41.684,38.433,124.803,37.093,48.087,46.173,33.166
22 1:35.204,01:35.2,95.204,2150.576,,22 1:36.037,01:36.0,96.037,2159.589,,22 1:37.728,01:37.7,97.728,2280.596,,22 1:38.031,01:38.0,98.031,2194.438,,22 1:36.668,01:36.7,96.668,2170.724,,22 1:36.555,01:36.6,96.555,2173.35,,22 1:37.868,01:37.9,97.868,2202.874,,22 1:38.655,01:38.7,98.655,2199.013,,22 1:37.122,01:37.1,97.122,2185.633,,22 1:38.175,01:38.2,98.175,2191.993,,22 1:36.796,01:36.8,96.796,2167.691,,22 1:36.008,01:36.0,96.008,2161.934,,22 1:38.147,01:38.1,98.147,2193.306,,22 1:36.858,01:36.9,96.858,2223.7,,22 1:37.750,01:37.8,97.75,2196.882,,22 1:37.837,01:37.8,97.837,2190.227,,22 1:37.852,01:37.9,97.852,2189.021,,22 1:37.998,01:38.0,97.998,2201.957,,22 1:36.633,01:36.6,96.633,2176.625,,22 1:36.992,01:37.0,96.992,2166.46,,21,2055.372,0,8.18,15.523,10.554,24.62,14.096,33.139,38.446,18.684,21.423,44.986,49.634,37.018,43.76,41.035,127.496,39.787,71.47,48.587,35.797
23 1:35.216,01:35.2,95.216,2245.792,,23 1:36.249,01:36.2,96.249,2255.838,,23 1:37.621,01:37.6,97.621,2378.217,,23 1:37.869,01:37.9,97.869,2292.307,,23 1:36.696,01:36.7,96.696,2267.42,,23 1:36.680,01:36.7,96.68,2270.03,,23 1:38.104,01:38.1,98.104,2300.978,,23 1:38.407,01:38.4,98.407,2297.42,,23 1:37.265,01:37.3,97.265,2282.898,,23 1:37.826,01:37.8,97.826,2289.819,,23 1:36.987,01:37.0,96.987,2264.678,,23 1:36.149,01:36.1,96.149,2258.083,,23 1:38.293,01:38.3,98.293,2291.599,,23 1:36.725,01:36.7,96.725,2320.425,,23 1:37.772,01:37.8,97.772,2294.654,,23 1:37.671,01:37.7,97.671,2287.898,,23 1:37.788,01:37.8,97.788,2286.809,,23 1:38.180,01:38.2,98.18,2300.137,,23 1:36.717,01:36.7,96.717,2273.342,,23 1:36.954,01:37.0,96.954,2263.414,,22,2150.576,0,9.013,17.115,11.358,26.049,15.884,35.057,41.417,20.148,22.774,48.437,52.298,39.651,46.306,43.862,130.02,42.73,73.124,51.381,38.445
24 1:35.289,01:35.3,95.289,2341.081,,24 1:36.211,01:36.2,96.211,2352.049,,24 1:39.437,01:39.4,99.437,2477.654,,24 1:38.204,01:38.2,98.204,2390.511,,24 1:36.823,01:36.8,96.823,2364.243,,24 1:36.884,01:36.9,96.884,2366.914,,24 1:38.192,01:38.2,98.192,2399.17,,24 1:38.420,01:38.4,98.42,2395.84,,24 1:37.046,01:37.0,97.046,2379.944,,24 1:38.138,01:38.1,98.138,2387.957,,24 1:36.924,01:36.9,96.924,2361.602,,24 1:36.200,01:36.2,96.2,2354.283,,24 1:38.156,01:38.2,98.156,2389.755,,24 1:36.626,01:36.6,96.626,2417.051,,24 1:37.766,01:37.8,97.766,2392.42,,24 1:37.634,01:37.6,97.634,2385.532,,24 1:37.894,01:37.9,97.894,2384.703,,24 1:38.146,01:38.1,98.146,2398.283,,24 1:36.666,01:36.7,96.666,2370.008,,24 1:36.736,01:36.7,96.736,2360.15,,23,2245.792,0,10.046,18.886,12.291,27.55,17.622,37.106,44.027,21.628,24.238,51.628,55.186,42.106,48.862,46.515,132.425,45.807,74.633,54.345,41.017
25 1:35.342,01:35.3,95.342,2436.423,,25 1:36.344,01:36.3,96.344,2448.393,,25 1:39.093,01:39.1,99.093,2576.747,,25 1:38.226,01:38.2,98.226,2488.737,,25 1:36.730,01:36.7,96.73,2460.973,,25 1:37.008,01:37.0,97.008,2463.922,,25 1:38.160,01:38.2,98.16,2497.33,,25 1:38.494,01:38.5,98.494,2494.334,,25 1:37.179,01:37.2,97.179,2477.123,,25 1:37.994,01:38.0,97.994,2485.951,,25 1:36.760,01:36.8,96.76,2458.362,,25 1:36.220,01:36.2,96.22,2450.503,,25 1:38.290,01:38.3,98.29,2488.045,,25 1:36.652,01:36.7,96.652,2513.703,,25 1:37.973,01:38.0,97.973,2490.393,,25 1:37.851,01:37.9,97.851,2483.383,,25 1:37.883,01:37.9,97.883,2482.586,,25 1:38.262,01:38.3,98.262,2496.545,,25 1:36.919,01:36.9,96.919,2466.927,,25 1:36.928,01:36.9,96.928,2457.078,,24,2341.081,0,10.968,20.521,13.202,28.927,19.069,38.863,46.876,23.162,25.833,54.759,58.089,44.451,51.339,49.43,136.573,48.674,75.97,57.202,43.622
26 1:35.223,01:35.2,95.223,2531.646,,26 1:36.347,01:36.3,96.347,2544.74,,26 1:37.859,01:37.9,97.859,2674.606,,26 1:38.100,01:38.1,98.1,2586.837,,26 1:36.566,01:36.6,96.566,2557.539,,26 1:36.882,01:36.9,96.882,2560.804,,26 1:38.379,01:38.4,98.379,2595.709,,26 1:38.665,01:38.7,98.665,2592.999,,26 1:37.638,01:37.6,97.638,2574.761,,26 1:38.133,01:38.1,98.133,2584.084,,26 1:36.810,01:36.8,96.81,2555.172,,26 1:36.221,01:36.2,96.221,2546.724,,26 1:38.093,01:38.1,98.093,2586.138,,26 1:36.548,01:36.5,96.548,2610.251,,26 1:38.029,01:38.0,98.029,2588.422,,26 1:38.058,01:38.1,98.058,2581.441,,26 1:37.995,01:38.0,97.995,2580.581,,26 1:38.308,01:38.3,98.308,2594.853,,26 1:36.714,01:36.7,96.714,2563.641,,26 1:36.801,01:36.8,96.801,2553.879,,25,2436.423,0,11.97,21.939,14.08,30.504,20.655,40.7,49.528,24.55,27.499,57.911,60.907,46.96,53.97,52.314,140.324,51.622,77.28,60.122,46.163
27 1:35.581,01:35.6,95.581,2627.227,,27 1:36.233,01:36.2,96.233,2640.973,,27 1:38.288,01:38.3,98.288,2772.894,,27 1:38.296,01:38.3,98.296,2685.133,,27 1:36.726,01:36.7,96.726,2654.265,,27 1:36.905,01:36.9,96.905,2657.709,,27 1:38.400,01:38.4,98.4,2694.109,,27 1:38.549,01:38.5,98.549,2691.548,,27 1:36.945,01:36.9,96.945,2671.706,,27 P 1:40.710,01:40.7,100.71,2684.794,,27 1:36.831,01:36.8,96.831,2652.003,,27 1:36.272,01:36.3,96.272,2642.996,,27 1:38.226,01:38.2,98.226,2684.364,,27 1:36.647,01:36.6,96.647,2706.898,,27 1:38.152,01:38.2,98.152,2686.574,,27 1:38.083,01:38.1,98.083,2679.524,,27 1:38.053,01:38.1,98.053,2678.634,,27 1:38.426,01:38.4,98.426,2693.279,,27 1:37.201,01:37.2,97.201,2660.842,,27 1:36.815,01:36.8,96.815,2650.694,,26,2531.646,0,13.094,23.526,15.078,31.995,22.233,43.115,52.438,25.893,29.158,61.353,64.063,49.795,56.776,55.191,142.96,54.492,78.605,63.207,48.935
28 1:35.477,01:35.5,95.477,2722.704,,28 1:36.226,01:36.2,96.226,2737.199,,28 P 1:40.535,01:40.5,100.535,2873.429,,28 1:38.048,01:38.0,98.048,2783.181,,28 1:37.018,01:37.0,97.018,2751.283,,28 1:36.905,01:36.9,96.905,2754.614,,28 1:38.615,01:38.6,98.615,2792.724,,28 1:38.372,01:38.4,98.372,2789.92,,28 1:37.256,01:37.3,97.256,2768.962,,28 1:56.640,01:56.6,116.64,2801.434,,28 1:36.907,01:36.9,96.907,2748.91,,28 1:36.534,01:36.5,96.534,2739.53,,28 1:37.936,01:37.9,97.936,2782.3,,28 1:37.254,01:37.3,97.254,2804.152,,28 1:38.045,01:38.0,98.045,2784.619,,28 1:38.164,01:38.2,98.164,2777.688,,28 P 1:40.675,01:40.7,100.675,2779.309,,28 1:38.595,01:38.6,98.595,2791.874,,28 1:36.692,01:36.7,96.692,2757.534,,28 1:36.911,01:36.9,96.911,2747.605,,27,2627.227,0,13.746,24.776,15.769,33.615,23.467,44.479,57.567,27.038,30.482,64.321,66.882,52.297,59.347,57.906,145.667,57.137,79.671,66.052,51.407
29 1:35.793,01:35.8,95.793,2818.497,,29 1:36.437,01:36.4,96.437,2833.636,,29 2:01.581,02:01.6,121.581,2995.01,,29 1:37.879,01:37.9,97.879,2881.06,,29 1:37.041,01:37.0,97.041,2848.324,,29 1:37.179,01:37.2,97.179,2851.793,,29 1:38.550,01:38.6,98.55,2891.274,,29 1:38.556,01:38.6,98.556,2888.476,,29 1:37.104,01:37.1,97.104,2866.066,,29 1:35.854,01:35.9,95.854,2897.288,,29 1:36.963,01:37.0,96.963,2845.873,,29 1:36.600,01:36.6,96.6,2836.13,,29 1:37.965,01:38.0,97.965,2880.265,,29 1:36.837,01:36.8,96.837,2900.989,,29 1:37.960,01:38.0,97.96,2882.579,,29 1:37.777,01:37.8,97.777,2875.465,,29 1:57.076,01:57.1,117.076,2896.385,,29 1:38.654,01:38.7,98.654,2890.528,,29 1:36.786,01:36.8,96.786,2854.32,,29 1:37.066,01:37.1,97.066,2844.671,,28,2722.704,0,14.495,26.206,16.826,34.83,24.901,46.258,78.73,28.579,31.91,67.216,70.02,54.984,61.915,60.477,150.725,59.596,81.448,69.17,56.605
30 1:35.771,01:35.8,95.771,2914.268,,30 1:36.313,01:36.3,96.313,2929.949,,30 1:35.715,01:35.7,95.715,3090.725,,30 1:37.968,01:38.0,97.968,2979.028,,30 1:36.986,01:37.0,96.986,2945.31,,30 1:37.177,01:37.2,97.177,2948.97,,30 1:38.832,01:38.8,98.832,2990.106,,30 P 1:41.210,01:41.2,101.21,2989.686,,30 1:36.982,01:37.0,96.982,2963.048,,30 1:35.632,01:35.6,95.632,2992.92,,30 1:37.158,01:37.2,97.158,2943.031,,30 1:36.337,01:36.3,96.337,2932.467,,30 1:38.040,01:38.0,98.04,2978.305,,30 1:36.691,01:36.7,96.691,2997.68,,30 1:37.978,01:38.0,97.978,2980.557,,30 1:37.477,01:37.5,97.477,2972.942,,30 1:35.458,01:35.5,95.458,2991.843,,30 P 1:41.252,01:41.3,101.252,2991.78,,30 1:37.244,01:37.2,97.244,2951.564,,30 1:37.186,01:37.2,97.186,2941.857,,29,2818.497,0,15.139,27.376,17.633,35.823,26.174,47.569,78.791,29.827,33.296,69.979,72.777,56.968,64.082,62.563,176.513,61.768,82.492,72.031,77.888
31 1:35.679,01:35.7,95.679,3009.947,,31 1:36.339,01:36.3,96.339,3026.288,,31 1:36.713,01:36.7,96.713,3187.438,,31 1:38.135,01:38.1,98.135,3077.163,,31 1:37.083,01:37.1,97.083,3042.393,,31 1:37.570,01:37.6,97.57,3046.54,,31 P 1:40.432,01:40.4,100.432,3090.538,,31 1:59.322,01:59.3,119.322,3109.008,,31 1:36.957,01:37.0,96.957,3060.005,,31 1:36.202,01:36.2,96.202,3089.122,,31 1:37.031,01:37.0,97.031,3040.062,,31 1:36.537,01:36.5,96.537,3029.004,,31 1:38.000,01:38.0,98,3076.305,,31 1:36.578,01:36.6,96.578,3094.258,,31 1:38.154,01:38.2,98.154,3078.711,,31 1:37.468,01:37.5,97.468,3070.41,,31 1:36.297,01:36.3,96.297,3088.14,,31 2:50.266,02:50.3,170.266,3162.046,,31 1:36.975,01:37.0,96.975,3048.539,,31 P 1:39.405,01:39.4,99.405,3041.262,,30,2914.268,0,15.681,28.763,18.199,37.296,27.589,48.78,78.652,31.042,34.702,75.418,75.838,58.674,66.289,64.76,176.457,64.037,83.412,77.512,77.575
32 1:35.886,01:35.9,95.886,3105.833,,32 1:36.276,01:36.3,96.276,3122.564,,32 1:36.563,01:36.6,96.563,3284.001,,32 1:38.183,01:38.2,98.183,3175.346,,32 1:37.171,01:37.2,97.171,3139.564,,32 1:37.163,01:37.2,97.163,3143.703,,32 1:59.770,01:59.8,119.77,3210.308,,32 1:36.887,01:36.9,96.887,3205.895,,32 1:37.056,01:37.1,97.056,3157.061,,32 1:35.821,01:35.8,95.821,3184.943,,32 1:36.941,01:36.9,96.941,3137.003,,32 1:36.762,01:36.8,96.762,3125.766,,32 P 1:40.565,01:40.6,100.565,3176.87,,32 1:36.935,01:36.9,96.935,3191.193,,32 1:38.025,01:38.0,98.025,3176.736,,32 1:37.847,01:37.8,97.847,3168.257,,32 1:36.048,01:36.0,96.048,3184.188,,32 1:36.763,01:36.8,96.763,3258.809,,32 1:37.325,01:37.3,97.325,3145.864,,32 1:57.267,01:57.3,117.267,3158.529,,31,3009.947,0,16.341,30.115,19.057,38.592,31.315,50.058,79.175,32.446,36.593,99.061,80.591,60.463,68.764,67.216,177.491,66.358,84.311,152.099,78.193
33 1:35.863,01:35.9,95.863,3201.696,,33 1:36.564,01:36.6,96.564,3219.128,,33 1:37.433,01:37.4,97.433,3381.434,,33 1:38.346,01:38.3,98.346,3273.692,,33 P 1:39.626,01:39.6,99.626,3239.19,,33 1:37.088,01:37.1,97.088,3240.791,,33 1:36.112,01:36.1,96.112,3306.42,,33 1:36.704,01:36.7,96.704,3302.599,,33 1:37.202,01:37.2,97.202,3254.263,,33 1:36.349,01:36.3,96.349,3281.292,,33 1:36.741,01:36.7,96.741,3233.744,,33 1:36.556,01:36.6,96.556,3222.322,,33 1:56.655,01:56.7,116.655,3293.525,,33 1:36.784,01:36.8,96.784,3287.977,,33 1:38.150,01:38.2,98.15,3274.886,,33 1:37.498,01:37.5,97.498,3265.755,,33 1:37.971,01:38.0,97.971,3282.159,,33 1:36.202,01:36.2,96.202,3355.011,,33 P 1:39.696,01:39.7,99.696,3245.56,,33 1:35.838,01:35.8,95.838,3254.367,,32,3105.833,0,16.731,31.17,19.933,40.031,52.696,51.228,79.11,33.731,37.87,100.062,104.475,62.424,70.903,69.513,178.168,71.037,85.36,152.976,78.355
34 1:36.133,01:36.1,96.133,3297.829,,34 1:36.378,01:36.4,96.378,3315.506,,34 1:36.475,01:36.5,96.475,3477.909,,34 1:37.750,01:37.8,97.75,3371.442,,34 1:56.898,01:56.9,116.898,3356.088,,34 P 1:39.211,01:39.2,99.211,3340.002,,34 1:36.622,01:36.6,96.622,3403.042,,34 1:36.226,01:36.2,96.226,3398.825,,34 1:37.601,01:37.6,97.601,3351.864,,34 1:36.332,01:36.3,96.332,3377.624,,34 P 1:39.614,01:39.6,99.614,3333.358,,34 1:36.551,01:36.6,96.551,3318.873,,34 1:35.570,01:35.6,95.57,3389.095,,34 1:36.692,01:36.7,96.692,3384.669,,34 1:38.246,01:38.2,98.246,3373.132,,34 P 1:40.835,01:40.8,100.835,3366.59,,34 1:36.518,01:36.5,96.518,3378.677,,34 1:38.009,01:38.0,98.009,3453.02,,34 1:54.974,01:55.0,114.974,3360.534,,34 1:35.241,01:35.2,95.241,3349.608,,33,3201.696,0,17.432,32.048,20.626,43.864,52.671,52.567,79.596,37.494,39.095,100.903,104.724,64.059,73.19,71.996,179.738,91.829,86.281,153.315,80.463
35 1:36.018,01:36.0,96.018,3393.847,,35 1:36.776,01:36.8,96.776,3412.282,,35 1:36.859,01:36.9,96.859,3574.768,,35 1:37.767,01:37.8,97.767,3469.209,,35 1:34.476,01:34.5,94.476,3450.564,,35 1:59.703,01:59.7,119.703,3459.705,,35 1:36.313,01:36.3,96.313,3499.355,,35 1:36.354,01:36.4,96.354,3495.179,,35 1:37.273,01:37.3,97.273,3449.137,,35 1:36.242,01:36.2,96.242,3473.866,,35 1:56.166,01:56.2,116.166,3449.524,,35 P 1:39.274,01:39.3,99.274,3418.147,,35 1:35.698,01:35.7,95.698,3484.793,,35 1:36.959,01:37.0,96.959,3481.628,,35 P 1:40.595,01:40.6,100.595,3473.727,,35 1:57.417,01:57.4,117.417,3484.007,,35 1:36.546,01:36.5,96.546,3475.223,,35 1:36.578,01:36.6,96.578,3549.598,,35 1:35.489,01:35.5,95.489,3456.023,,35 1:35.772,01:35.8,95.772,3445.38,,34,3297.829,0,17.677,35.529,21.044,62.705,51.779,54.035,79.795,58.259,42.173,100.996,105.213,68.761,75.303,73.613,180.08,91.266,86.84,155.191,80.848
36 1:36.205,01:36.2,96.205,3490.052,,36 P 1:39.365,01:39.4,99.365,3511.647,,36 1:36.462,01:36.5,96.462,3671.23,,36 P 1:40.333,01:40.3,100.333,3569.542,,36 1:35.690,01:35.7,95.69,3546.254,,36 1:35.153,01:35.2,95.153,3554.858,,36 1:36.450,01:36.5,96.45,3595.805,,36 1:37.229,01:37.2,97.229,3592.408,,36 1:38.343,01:38.3,98.343,3547.48,,36 1:36.086,01:36.1,96.086,3569.952,,36 1:34.090,01:34.1,94.09,3543.614,,36 1:55.620,01:55.6,115.62,3533.767,,36 1:35.851,01:35.9,95.851,3580.644,,36 1:36.795,01:36.8,96.795,3578.423,,36 1:56.995,01:57.0,116.995,3590.722,,36 1:37.706,01:37.7,97.706,3581.713,,36 1:36.931,01:36.9,96.931,3572.154,,36 1:36.792,01:36.8,96.792,3646.39,,36 1:35.279,01:35.3,95.279,3551.302,,36 1:35.434,01:35.4,95.434,3540.814,,35,3393.847,0,18.435,55.677,24.3,62.176,51.533,55.29,80.019,56.717,65.858,101.332,105.508,90.16,79.88,75.362,180.921,90.946,87.781,155.751,81.376
37 P 1:39.234,01:39.2,99.234,3589.286,,37 1:55.808,01:55.8,115.808,3627.455,,37 1:36.785,01:36.8,96.785,3768.015,,37 1:57.632,01:57.6,117.632,3687.174,,37 1:35.067,01:35.1,95.067,3641.321,,37 1:34.774,01:34.8,94.774,3649.632,,37 1:36.629,01:36.6,96.629,3692.434,,37 1:36.580,01:36.6,96.58,3688.988,,37 1:36.799,01:36.8,96.799,3644.279,,37 1:35.987,01:36.0,95.987,3665.939,,37 1:34.897,01:34.9,94.897,3638.511,,37 1:35.302,01:35.3,95.302,3629.069,,37 1:35.741,01:35.7,95.741,3676.385,,37 1:36.723,01:36.7,96.723,3675.146,,37 1:35.163,01:35.2,95.163,3685.885,,37 1:35.833,01:35.8,95.833,3677.546,,37 1:36.805,01:36.8,96.805,3668.959,,37 1:38.008,01:38.0,98.008,3744.398,,37 1:35.597,01:35.6,95.597,3646.899,,37 1:35.481,01:35.5,95.481,3636.295,,36,3490.052,0,21.595,53.562,43.715,61.25,50.762,57.428,79.9,56.202,64.806,102.356,105.753,91.661,100.67,79.49,181.178,90.592,88.371,156.338,82.102
