1 Max VERSTAPPEN,,MV_Laptime_s,MV_Cumulative,,11 Sergio PEREZ,,SP_Laptime_s,SP_Cumulative,,2 Logan SARGEANT,,LS_Laptime_s,LS_Cumulative,,23 Alex ALBON,,AA_Laptime_s,AA_Cumulative,,4 Lando NORRIS,,LN_Laptime_s,LN_Cumulative,,81 Oscar PIASTRI,,OP_Laptime_s,OP_Cumulative,,10 Pierre GASLY,,PG_Laptime_s,PG_Cumulative,,31 Esteban OCON,,EO_Laptime_s,EO_Cumulative,,14 Fernando ALONSO,,FA_Laptime_s,FA_Cumulative,,18 Lance STROLL,,LS_Laptime_s,LS_Cumulative,,16 Charles LECLERC,,CL_Laptime_s,CL_Cumulative,,55 Carlos SAINZ,,CS_Laptime_s,CL_Cumulative,,20 Kevin MAGNUSSEN,,KM_Laptime_s,KM_Cumulative,,27 Nico HULKENBERG,,NH_Laptime_s,NH_Cumulative,,3 Daniel RICCIARDO,,RIC_Laptime_s,RIC_Cumulative,,22 Yuki TSUNODA,,YT_Laptime_s,YT_Cumulative,,24 Guanyu ZHOU,,GZ_Laptime_s,GZ_Cumulative,,77 Valterri BOTTAS,,VB_Laptime_s,VB_Cumulative,,44 Lewis HAMILTON,,LH_Laptime_s,LH_Cumulative,,63 George RUSSELL,,GR_Laptime_s,GR_Cumulative,,,,RBR1,RBR2,SF1,SF2,M-AMG1,M_AMG2,AMR1,AMR2,MCL1,MCL2,ALP1,ALP2,ATO1,ATO2,WIL1,WIL2,HAS1,HAS2,SAUB1,SAUB2
38 1:56.445,01:56.4,116.445,3705.731,,38 1:34.804,01:34.8,94.804,3722.259,,38 1:36.732,01:36.7,96.732,3864.747,,38 1:36.129,01:36.1,96.129,3783.303,,38 1:35.149,01:35.1,95.149,3736.47,,38 1:35.298,01:35.3,95.298,3744.93,,38 1:36.802,01:36.8,96.802,3789.236,,38 1:36.814,01:36.8,96.814,3785.802,,38 1:37.297,01:37.3,97.297,3741.576,,38 1:36.364,01:36.4,96.364,3762.303,,38 1:34.783,01:34.8,94.783,3733.294,,38 1:35.100,01:35.1,95.1,3724.169,,38 1:36.042,01:36.0,96.042,3772.427,,38 1:40.083,01:40.1,100.083,3775.229,,38 1:35.460,01:35.5,95.46,3781.345,,38 1:37.046,01:37.0,97.046,3774.592,,38 1:36.857,01:36.9,96.857,3765.816,,38 1:37.774,01:37.8,97.774,3842.172,,38 1:34.966,01:35.0,94.966,3741.865,,38 1:35.479,01:35.5,95.479,3731.774,,37,3589.286,0,38.169,49.225,39.783,57.613,47.009,54.993,76.653,52.035,60.346,99.702,103.148,88.26,96.599,97.888,178.729,87.099,85.86,155.112,79.673
39 1:32.608,01:32.6,92.608,3798.339,,39 1:34.607,01:34.6,94.607,3816.866,,39 1:37.016,01:37.0,97.016,3961.763,,39 1:35.856,01:35.9,95.856,3879.159,,39 1:34.880,01:34.9,94.88,3831.35,,39 1:34.983,01:35.0,94.983,3839.913,,39 1:36.537,01:36.5,96.537,3885.773,,39 1:36.552,01:36.6,96.552,3882.354,,39 1:37.946,01:37.9,97.946,3839.522,,39 1:36.353,01:36.4,96.353,3858.656,,39 1:35.087,01:35.1,95.087,3828.381,,39 1:34.709,01:34.7,94.709,3818.878,,39 1:35.876,01:35.9,95.876,3868.303,,39 1:37.476,01:37.5,97.476,3872.705,,39 1:35.475,01:35.5,95.475,3876.82,,39 1:36.125,01:36.1,96.125,3870.717,,39 1:36.637,01:36.6,96.637,3862.453,,39 1:37.189,01:37.2,97.189,3939.361,,39 1:34.722,01:34.7,94.722,3836.587,,39 1:35.204,01:35.2,95.204,3826.978,,38,3705.731,0,16.528,27.563,18.438,36.134,26.043,35.845,56.572,30.739,39.199,80.071,83.505,68.861,75.614,77.572,159.016,66.696,69.498,136.441,60.085
40 1:36.589,01:36.6,96.589,3894.928,,40 1:34.364,01:34.4,94.364,3911.23,,40 P 1:39.817,01:39.8,99.817,4061.58,,40 1:35.723,01:35.7,95.723,3974.882,,40 1:35.276,01:35.3,95.276,3926.626,,40 1:35.005,01:35.0,95.005,3934.918,,40 1:36.742,01:36.7,96.742,3982.515,,40 1:36.608,01:36.6,96.608,3978.962,,40 1:38.061,01:38.1,98.061,3937.583,,40 1:36.485,01:36.5,96.485,3955.141,,40 1:34.859,01:34.9,94.859,3923.24,,40 1:34.739,01:34.7,94.739,3913.617,,40 1:36.071,01:36.1,96.071,3964.374,,40 1:37.088,01:37.1,97.088,3969.793,,40 1:35.578,01:35.6,95.578,3972.398,,40 1:36.263,01:36.3,96.263,3966.98,,40 1:36.683,01:36.7,96.683,3959.136,,40 1:37.393,01:37.4,97.393,4036.754,,40 1:35.041,01:35.0,95.041,3931.628,,40 1:35.065,01:35.1,95.065,3922.043,,39,3798.339,0,18.527,30.042,20.539,38.248,28.639,41.183,60.317,33.011,41.574,84.015,87.434,72.378,78.481,80.82,163.424,69.964,74.366,141.022,64.114
41 1:35.290,01:35.3,95.29,3990.218,,41 1:34.400,01:34.4,94.4,4005.63,,41 2:00.282,02:00.3,120.282,4181.862,,41 1:35.885,01:35.9,95.885,4070.767,,41 1:35.069,01:35.1,95.069,4021.695,,41 1:35.109,01:35.1,95.109,4030.027,,41 1:36.571,01:36.6,96.571,4079.086,,41 1:36.621,01:36.6,96.621,4075.583,,41 P 1:40.261,01:40.3,100.261,4037.844,,41 1:36.322,01:36.3,96.322,4051.463,,41 1:35.028,01:35.0,95.028,4018.268,,41 1:35.041,01:35.0,95.041,4008.658,,41 1:36.340,01:36.3,96.34,4060.714,,41 P 1:39.569,01:39.6,99.569,4069.362,,41 1:35.644,01:35.6,95.644,4068.042,,41 1:36.179,01:36.2,96.179,4063.159,,41 1:36.695,01:36.7,96.695,4055.831,,41 1:36.437,01:36.4,96.437,4133.191,,41 1:34.940,01:34.9,94.94,4026.568,,41 1:35.093,01:35.1,95.093,4017.136,,40,3894.928,0,16.302,28.312,18.689,36.7,27.115,42.655,60.213,31.698,39.99,84.034,87.587,72.052,77.47,79.954,166.652,69.446,74.865,141.826,64.208
42 1:34.667,01:34.7,94.667,4084.885,,42 1:34.525,01:34.5,94.525,4100.155,,42 1:34.735,01:34.7,94.735,4276.597,,42 1:35.799,01:35.8,95.799,4166.566,,42 1:35.165,01:35.2,95.165,4116.86,,42 1:35.341,01:35.3,95.341,4125.368,,42 1:36.631,01:36.6,96.631,4175.717,,42 1:36.592,01:36.6,96.592,4172.175,,42 1:56.899,01:56.9,116.899,4154.743,,42 1:36.343,01:36.3,96.343,4147.806,,42 1:34.982,01:35.0,94.982,4113.25,,42 1:34.861,01:34.9,94.861,4103.519,,42 1:36.310,01:36.3,96.31,4157.024,,42 1:56.108,01:56.1,116.108,4185.47,,42 1:35.338,01:35.3,95.338,4163.38,,42 1:35.981,01:36.0,95.981,4159.14,,42 1:36.652,01:36.7,96.652,4152.483,,42 1:36.374,01:36.4,96.374,4229.565,,42 1:34.996,01:35.0,94.996,4121.564,,42 1:35.136,01:35.1,95.136,4112.272,,41,3990.218,0,15.412,28.05,18.44,36.35,26.918,47.626,61.245,31.477,39.809,85.365,88.868,72.941,77.824,80.549,191.644,70.496,79.144,142.973,65.613
43 1:34.151,01:34.2,94.151,4179.036,,43 1:34.797,01:34.8,94.797,4194.952,,43 1:35.001,01:35.0,95.001,4371.598,,43 1:35.766,01:35.8,95.766,4262.332,,43 1:35.295,01:35.3,95.295,4212.155,,43 1:35.258,01:35.3,95.258,4220.626,,43 P 1:39.291,01:39.3,99.291,4275.008,,43 1:36.679,01:36.7,96.679,4268.854,,43 1:35.107,01:35.1,95.107,4249.85,,43 1:36.304,01:36.3,96.304,4244.11,,43 1:35.192,01:35.2,95.192,4208.442,,43 1:34.795,01:34.8,94.795,4198.314,,43 1:36.232,01:36.2,96.232,4253.256,,43 1:35.760,01:35.8,95.76,4281.23,,43 1:35.560,01:35.6,95.56,4258.94,,43 1:35.956,01:36.0,95.956,4255.096,,43 1:36.771,01:36.8,96.771,4249.254,,43 1:36.569,01:36.6,96.569,4326.134,,43 1:34.935,01:34.9,94.935,4216.499,,43 1:35.193,01:35.2,95.193,4207.465,,42,4084.885,0,15.27,28.365,18.634,36.679,27.387,69.858,62.921,31.975,40.483,87.29,90.832,74.255,78.495,81.681,191.712,72.139,100.585,144.68,67.598
44 1:34.531,01:34.5,94.531,4273.567,,44 1:34.799,01:34.8,94.799,4289.751,,44 1:35.130,01:35.1,95.13,4466.728,,44 1:35.783,01:35.8,95.783,4358.115,,44 1:35.346,01:35.3,95.346,4307.501,,44 1:35.238,01:35.2,95.238,4315.864,,44 1:56.481,01:56.5,116.481,4391.489,,44 1:36.649,01:36.6,96.649,4365.503,,44 1:34.981,01:35.0,94.981,4344.831,,44 1:36.564,01:36.6,96.564,4340.674,,44 1:35.051,01:35.1,95.051,4303.493,,44 1:34.507,01:34.5,94.507,4292.821,,44 1:36.249,01:36.2,96.249,4349.505,,44 1:35.590,01:35.6,95.59,4376.82,,44 1:35.490,01:35.5,95.49,4354.43,,44 1:36.144,01:36.1,96.144,4351.24,,44 1:37.417,01:37.4,97.417,4346.671,,44 1:36.630,01:36.6,96.63,4422.764,,44 1:35.169,01:35.2,95.169,4311.668,,44 1:35.162,01:35.2,95.162,4302.627,,43,4179.036,0,15.916,29.406,19.278,37.463,28.429,70.814,65.074,33.119,41.59,89.818,95.972,76.06,79.904,83.296,192.562,74.22,102.194,147.098,70.218
45 1:34.249,01:34.2,94.249,4367.816,,45 1:34.592,01:34.6,94.592,4384.343,,45 1:35.333,01:35.3,95.333,4562.061,,45 1:35.758,01:35.8,95.758,4453.873,,45 1:35.338,01:35.3,95.338,4402.839,,45 1:35.306,01:35.3,95.306,4411.17,,45 1:34.805,01:34.8,94.805,4486.294,,45 1:38.049,01:38.0,98.049,4463.552,,45 1:34.872,01:34.9,94.872,4439.703,,45 1:36.243,01:36.2,96.243,4436.917,,45 1:35.220,01:35.2,95.22,4398.713,,45 1:34.790,01:34.8,94.79,4387.611,,45 1:36.349,01:36.3,96.349,4445.854,,45 1:35.119,01:35.1,95.119,4471.939,,45 1:35.570,01:35.6,95.57,4450,,45 1:35.964,01:36.0,95.964,4447.204,,45 1:36.680,01:36.7,96.68,4443.351,,45 1:36.663,01:36.7,96.663,4519.427,,45 1:35.184,01:35.2,95.184,4406.852,,45 1:35.276,01:35.3,95.276,4397.903,,44,4273.567,0,16.184,29.926,19.254,38.101,29.06,71.264,67.107,33.934,42.297,91.936,117.922,77.673,80.863,84.548,193.161,75.938,103.253,149.197,73.104
46 1:34.193,01:34.2,94.193,4462.009,,46 1:34.844,01:34.8,94.844,4479.187,,46 1:35.939,01:35.9,95.939,4658,,46 1:36.008,01:36.0,96.008,4549.881,,46 1:35.371,01:35.4,95.371,4498.21,,46 1:35.296,01:35.3,95.296,4506.466,,46 1:35.293,01:35.3,95.293,4581.587,,46 1:36.975,01:37.0,96.975,4560.527,,46 1:35.126,01:35.1,95.126,4534.829,,46 1:36.379,01:36.4,96.379,4533.296,,46 1:35.058,01:35.1,95.058,4493.771,,46 1:34.853,01:34.9,94.853,4482.464,,46 1:36.446,01:36.4,96.446,4542.3,,46 1:34.834,01:34.8,94.834,4566.773,,46 1:35.507,01:35.5,95.507,4545.507,,46 1:36.187,01:36.2,96.187,4543.391,,46 1:36.741,01:36.7,96.741,4540.092,,46 1:36.297,01:36.3,96.297,4615.724,,46 1:35.285,01:35.3,95.285,4502.137,,46 1:36.657,01:36.7,96.657,4494.56,,45,4367.816,0,16.527,30.897,19.795,39.036,30.087,71.887,69.101,35.023,43.354,95.736,118.478,79.388,82.184,86.057,194.245,78.038,104.123,151.611,75.535
47 1:34.239,01:34.2,94.239,4556.248,,47 1:34.730,01:34.7,94.73,4573.917,,47 1:36.729,01:36.7,96.729,4754.729,,47 1:36.026,01:36.0,96.026,4645.907,,47 1:35.485,01:35.5,95.485,4593.695,,47 1:35.376,01:35.4,95.376,4601.842,,47 1:35.341,01:35.3,95.341,4676.928,,47 1:36.656,01:36.7,96.656,4657.183,,47 1:35.225,01:35.2,95.225,4630.054,,47 1:36.298,01:36.3,96.298,4629.594,,47 1:35.057,01:35.1,95.057,4588.828,,47 1:34.901,01:34.9,94.901,4577.365,,47 1:36.454,01:36.5,96.454,4638.754,,47 1:35.226,01:35.2,95.226,4661.999,,47 1:35.831,01:35.8,95.831,4641.338,,47 1:36.396,01:36.4,96.396,4639.787,,47 1:36.561,01:36.6,96.561,4636.653,,47 1:36.604,01:36.6,96.604,4712.328,,47 1:35.226,01:35.2,95.226,4597.363,,47 1:35.805,01:35.8,95.805,4590.365,,46,4462.009,0,17.178,31.762,20.455,40.128,32.551,72.82,71.287,36.201,44.457,98.518,119.578,81.382,83.498,87.872,195.991,80.291,104.764,153.715,78.083
48 1:34.350,01:34.4,94.35,4650.598,,48 1:34.885,01:34.9,94.885,4668.802,,48 1:35.688,01:35.7,95.688,4850.417,,48 1:36.135,01:36.1,96.135,4742.042,,48 1:35.717,01:35.7,95.717,4689.412,,48 1:35.702,01:35.7,95.702,4697.544,,48 1:35.411,01:35.4,95.411,4772.339,,48 1:37.117,01:37.1,97.117,4754.3,,48 1:34.199,01:34.2,94.199,4724.253,,48 1:37.325,01:37.3,97.325,4726.919,,48 1:35.308,01:35.3,95.308,4684.136,,48 1:34.981,01:35.0,94.981,4672.346,,48 1:36.679,01:36.7,96.679,4735.433,,48 1:35.146,01:35.1,95.146,4757.145,,48 1:36.236,01:36.2,96.236,4737.574,,48 1:36.554,01:36.6,96.554,4736.341,,48 1:36.654,01:36.7,96.654,4733.307,,48 1:36.765,01:36.8,96.765,4809.093,,48 1:36.165,01:36.2,96.165,4693.528,,48 1:36.059,01:36.1,96.059,4686.424,,47,4556.248,0,17.669,32.58,21.117,41.115,34.117,73.806,73.346,37.447,45.594,100.935,120.68,83.539,85.09,89.659,198.481,82.506,105.751,156.08,80.405
49 1:34.403,01:34.4,94.403,4745.001,,49 1:34.966,01:35.0,94.966,4763.768,,49 1:35.590,01:35.6,95.59,4946.007,,49 1:37.102,01:37.1,97.102,4839.144,,49 1:35.674,01:35.7,95.674,4785.086,,49 1:35.653,01:35.7,95.653,4793.197,,49 1:35.511,01:35.5,95.511,4867.85,,49 1:37.726,01:37.7,97.726,4852.026,,49 1:34.571,01:34.6,94.571,4818.824,,49 1:36.871,01:36.9,96.871,4823.79,,49 1:35.302,01:35.3,95.302,4779.438,,49 1:35.440,01:35.4,95.44,4767.786,,49 1:36.842,01:36.8,96.842,4832.275,,49 1:35.494,01:35.5,95.494,4852.639,,49 1:36.442,01:36.4,96.442,4834.016,,49 1:36.695,01:36.7,96.695,4833.036,,49 1:36.720,01:36.7,96.72,4830.027,,49 1:36.910,01:36.9,96.91,4906.003,,49 1:35.914,01:35.9,95.914,4789.442,,49 1:35.954,01:36.0,95.954,4782.378,,48,4650.598,0,18.204,33.538,21.748,42.93,35.826,73.655,76.321,38.814,46.946,103.702,121.741,85.743,86.976,91.444,199.819,84.835,106.547,158.495,82.709
50 1:34.783,01:34.8,94.783,4839.784,,50 1:35.082,01:35.1,95.082,4858.85,,50 1:35.660,01:35.7,95.66,5041.667,,50 1:37.616,01:37.6,97.616,4936.76,,50 1:35.657,01:35.7,95.657,4880.743,,50 1:35.984,01:36.0,95.984,4889.181,,50 1:35.228,01:35.2,95.228,4963.078,,50 1:37.784,01:37.8,97.784,4949.81,,50 1:34.677,01:34.7,94.677,4913.501,,50 1:36.541,01:36.5,96.541,4920.331,,50 1:35.383,01:35.4,95.383,4874.821,,50 1:35.142,01:35.1,95.142,4862.928,,50 1:37.035,01:37.0,97.035,4929.31,,50 1:35.167,01:35.2,95.167,4947.806,,50 1:36.609,01:36.6,96.609,4930.625,,50 1:36.827,01:36.8,96.827,4929.863,,50 1:36.792,01:36.8,96.792,4926.819,,50 1:36.910,01:36.9,96.91,5002.913,,50 1:35.612,01:35.6,95.612,4885.054,,50 1:36.181,01:36.2,96.181,4878.559,,49,4745.001,0,18.767,34.437,22.785,44.441,37.377,73.823,78.789,40.085,48.196,107.025,122.849,88.035,89.015,94.143,201.006,87.274,107.638,161.002,85.026
51 1:34.340,01:34.3,94.34,4934.124,,51 1:34.940,01:34.9,94.94,4953.79,,51 1:35.972,01:36.0,95.972,5137.639,,51 1:37.493,01:37.5,97.493,5034.253,,51 1:36.038,01:36.0,96.038,4976.781,,51 1:35.800,01:35.8,95.8,4984.981,,51 1:35.334,01:35.3,95.334,5058.412,,51 1:37.091,01:37.1,97.091,5046.901,,51 1:34.916,01:34.9,94.916,5008.417,,51 1:36.763,01:36.8,96.763,5017.094,,51 1:35.418,01:35.4,95.418,4970.239,,51 1:35.282,01:35.3,95.282,4958.21,,51 1:36.929,01:36.9,96.929,5026.239,,51 1:35.529,01:35.5,95.529,5043.335,,51 1:37.103,01:37.1,97.103,5027.728,,51 1:37.067,01:37.1,97.067,5026.93,,51 1:37.042,01:37.0,97.042,5023.861,,51 1:36.819,01:36.8,96.819,5099.732,,51 1:35.532,01:35.5,95.532,4980.586,,51 1:35.852,01:35.9,95.852,4974.411,,50,4839.784,0,19.066,35.037,23.144,45.27,38.775,73.717,80.547,40.959,49.397,110.026,123.294,90.079,90.841,96.976,201.883,89.526,108.022,163.129,87.035
52 1:34.906,01:34.9,94.906,5029.03,,52 1:35.183,01:35.2,95.183,5048.973,,52 1:35.987,01:36.0,95.987,5233.626,,52 1:36.218,01:36.2,96.218,5130.471,,52 1:35.922,01:35.9,95.922,5072.703,,52 1:36.024,01:36.0,96.024,5081.005,,52 1:35.511,01:35.5,95.511,5153.923,,52 1:38.631,01:38.6,98.631,5145.532,,52 1:34.862,01:34.9,94.862,5103.279,,52 1:36.934,01:36.9,96.934,5114.028,,52 1:35.394,01:35.4,95.394,5065.633,,52 1:35.083,01:35.1,95.083,5053.293,,52 1:36.930,01:36.9,96.93,5123.169,,52 1:35.921,01:35.9,95.921,5139.256,,52 1:37.529,01:37.5,97.529,5125.257,,52 1:39.042,01:39.0,99.042,5125.972,,52 1:37.394,01:37.4,97.394,5121.255,,52 1:36.949,01:36.9,96.949,5196.681,,52 1:35.479,01:35.5,95.479,5076.065,,52 1:36.186,01:36.2,96.186,5070.597,,51,4934.124,0,19.666,36.115,24.086,46.462,40.287,74.293,82.97,42.657,50.857,112.777,124.288,92.806,93.604,100.129,203.515,92.115,109.211,165.608,89.737
53 1:35.600,01:35.6,95.6,5124.63,,53 1:35.842,01:35.8,95.842,5144.815,,53 1:36.088,01:36.1,96.088,5329.714,,53 1:36.308,01:36.3,96.308,5226.779,,53 1:35.782,01:35.8,95.782,5168.485,,53 1:35.739,01:35.7,95.739,5176.744,,53 1:35.389,01:35.4,95.389,5249.312,,53 1:37.145,01:37.1,97.145,5242.677,,53 1:35.249,01:35.2,95.249,5198.528,,53 1:36.640,01:36.6,96.64,5210.668,,53 1:35.480,01:35.5,95.48,5161.113,,53 1:35.211,01:35.2,95.211,5148.504,,53 1:37.958,01:38.0,97.958,5221.127,,53 1:35.994,01:36.0,95.994,5235.25,,53 1:36.745,01:36.7,96.745,5222.002,,53 1:36.838,01:36.8,96.838,5222.81,,53 1:37.141,01:37.1,97.141,5218.396,,53 1:39.035,01:39.0,99.035,5295.716,,53 1:35.550,01:35.5,95.55,5171.615,,53 1:35.979,01:36.0,95.979,5166.576,,52,5029.03,0,19.943,36.603,24.263,47.035,41.567,74.249,84.998,43.673,51.975,116.502,124.893,96.942,96.227,101.441,204.596,94.139,110.226,167.651,92.225
54 1:35.334,01:35.3,95.334,5219.964,,54 1:35.459,01:35.5,95.459,5240.274,,54 1:39.614,01:39.6,99.614,5429.328,,54 1:36.334,01:36.3,96.334,5323.113,,54 1:35.934,01:35.9,95.934,5264.419,,54 1:36.107,01:36.1,96.107,5272.851,,54 1:35.853,01:35.9,95.853,5345.165,,54 1:38.707,01:38.7,98.707,5341.384,,54 1:35.745,01:35.7,95.745,5294.273,,54 1:36.693,01:36.7,96.693,5307.361,,54 1:35.265,01:35.3,95.265,5256.378,,54 1:35.309,01:35.3,95.309,5243.813,,54 1:36.890,01:36.9,96.89,5318.017,,54 1:35.786,01:35.8,95.786,5331.036,,54 1:36.661,01:36.7,96.661,5318.663,,54 1:36.672,01:36.7,96.672,5319.482,,54 1:38.389,01:38.4,98.389,5316.785,,54 1:37.095,01:37.1,97.095,5392.811,,54 1:35.974,01:36.0,95.974,5267.589,,54 1:36.013,01:36.0,96.013,5262.589,,53,5124.63,0,20.185,36.483,23.874,46.985,41.946,73.898,86.038,43.855,52.114,118.047,124.682,98.18,97.372,102.149,205.084,96.497,110.62,171.086,93.766
55 1:35.184,01:35.2,95.184,5315.148,,55 1:35.611,01:35.6,95.611,5335.885,,55 1:36.209,01:36.2,96.209,5525.537,,55 1:36.593,01:36.6,96.593,5419.706,,55 1:36.223,01:36.2,96.223,5360.642,,55 1:35.973,01:36.0,95.973,5368.824,,55 1:35.908,01:35.9,95.908,5441.073,,55 1:37.393,01:37.4,97.393,5438.777,,55 1:35.066,01:35.1,95.066,5389.339,,55 1:36.680,01:36.7,96.68,5404.041,,55 1:35.785,01:35.8,95.785,5352.163,,55 1:35.407,01:35.4,95.407,5339.22,,55 1:37.457,01:37.5,97.457,5415.474,,55 1:35.736,01:35.7,95.736,5426.772,,55 1:37.375,01:37.4,97.375,5416.038,,55 1:37.269,01:37.3,97.269,5416.751,,55 1:37.383,01:37.4,97.383,5414.168,,55 1:37.205,01:37.2,97.205,5490.016,,55 1:35.633,01:35.6,95.633,5363.222,,55 1:36.151,01:36.2,96.151,5358.74,,54,5219.964,0,20.31,36.414,23.849,47.625,42.625,74.309,87.397,44.455,52.887,121.42,125.201,99.518,98.699,103.149,209.364,98.053,111.072,172.847,96.821
56 1:34.671,01:34.7,94.671,5409.819,,56 1:35.568,01:35.6,95.568,5431.453,,,,,,,56 1:36.922,01:36.9,96.922,5516.628,,56 1:35.976,01:36.0,95.976,5456.618,,56 1:36.100,01:36.1,96.1,5464.924,,56 1:36.086,01:36.1,96.086,5537.159,,56 1:37.415,01:37.4,97.415,5536.192,,56 1:35.014,01:35.0,95.014,5484.353,,56 1:36.582,01:36.6,96.582,5500.623,,56 1:35.924,01:35.9,95.924,5448.087,,56 1:35.305,01:35.3,95.305,5434.525,,56 1:37.584,01:37.6,97.584,5513.058,,56 1:35.602,01:35.6,95.602,5522.374,,56 1:37.662,01:37.7,97.662,5513.7,,56 1:37.473,01:37.5,97.473,5514.224,,56 1:37.333,01:37.3,97.333,5511.501,,56 1:37.956,01:38.0,97.956,5587.972,,56 1:35.706,01:35.7,95.706,5458.928,,56 1:36.350,01:36.4,96.35,5455.09,,55,5315.148,0,20.737,37.015,24.072,48.074,43.592,74.191,88.893,45.494,53.676,123.629,125.925,101.603,100.89,104.558,210.389,100.326,111.624,174.868,99.02
57 1:34.923,01:34.9,94.923,5504.742,,57 1:35.746,01:35.7,95.746,5527.199,,,,,,,,,,,,57 1:36.582,01:36.6,96.582,5553.2,,57 1:35.920,01:35.9,95.92,5560.844,,,,,,,,,,,,57 1:35.276,01:35.3,95.276,5579.629,,57 1:37.335,01:37.3,97.335,5597.958,,57 1:36.324,01:36.3,96.324,5544.411,,57 1:35.327,01:35.3,95.327,5529.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57 1:36.138,01:36.1,96.138,5555.066,,57 1:36.440,01:36.4,96.44,5551.53,,56,5409.819,0,21.634,38.268,24.706,49.109,45.271,74.534,90.804,46.799,55.105,126.373,127.34,104.405,103.881,106.809,,103.239,112.555,178.153,101.682
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,5504.742,0,22.457,39.669,25.11,50.324,46.788,74.887,93.216,48.458,56.102,,,,,,,,,,
