33 Max VERSTAPPEN,,MV_Laptime_s,MV_Cumulative,,11 Sergio PEREZ,,SP_Laptime_s,SP_Cumulative,,89 Jack AITKEN,,AIT_Laptime_s,AIT_Cumulative,,23 Alex ALBON,,AA_Laptime_s,AA_Cumulative,,4 Lando NORRIS,,LN_Laptime_s,LN_Cumulative,,6 Nicholas LATIFI,,NL_Laptime_s,NL_Cumulative,,10 Pierre GASLY,,PG_Laptime_s,PG_Cumulative,,31 Esteban OCON,,EO_Laptime_s,EO_Cumulative,,5 Seb VETTEL,,SV_Laptime_s,SV_Cumulative,,18 Lance STROLL,,LS_Laptime_s,LS_Cumulative,,16 Charles LECLERC,,CL_Laptime_s,CL_Cumulative,,55 Carlos SAINZ,,CS_Laptime_s,CS_Cumulative,,20 Kevin MAGNUSSEN,,KM_Laptime_s,KM_Cumulative,,51 Pietro FITTIPALDI,,PF_Laptime_s,PF_Cumulative,,3 Daniel RICCIARDO,,RIC_Laptime_s,RIC_Cumulative,,26 Daniil Kvyat,,DK_Laptime_s,DK_Cumulative,,99 Antonio GIO,,AG_Laptime_s,AG_Cumulative,,77 Valterri BOTTAS,,VB_Laptime_s,VB_Cumulative,,7 Kimi RAI,,KR_Laptime_s,KR_Cumulative,,63 George RUSSELL,,GR_Laptime_s,GR_Cumulative,,,,RBR1,RP1,SF1,MCL2,M-AMG1,M_AMG2,SF2,RP2,MCL1,WIL1,REN1,ATO1,ATO2,REN2,RBR2,WIL2,HAS1,HAS2,SAUB1,SAUB2
,,,,,68 1:23.264,1:23.264,83.264,4391.351,,68 1:00.362,1:00.362,60.362,4401.601,,68 1:15.535,1:15.535,75.535,4396.405,,68 1:14.300,1:14.300,74.300,4396.939,,,,,,,68 1:17.413,1:17.413,77.413,4396.148,,68 1:22.462,1:22.462,82.462,4391.941,,68 1:13.588,1:13.588,73.588,4397.294,,68 1:22.415,1:22.415,82.415,4392.569,,,,,,,68 1:18.787,1:18.787,78.787,4393.679,,68 1:11.841,1:11.841,71.841,4398.193,,68 1:09.827,1:09.827,69.827,4399.551,,68 1:18.775,1:18.775,78.775,4394.481,,68 1:17.911,1:17.911,77.911,4395.532,,68 1:12.153,1:12.153,72.153,4397.541,,68 1:21.491,1:21.491,81.491,4392.961,,68 1:10.711,1:10.711,70.711,4398.589,,68 1:19.862,1:19.862,79.862,4393.247,,67,4216.467,,91.620,,98.425,95.003,96.918,107.239,93.687,106.172,,93.012,102.268,101.154,99.239,104.403,124.772,109.885,113.257,111.411,108.921
,,,,,69 0:56.789,0:56.789,56.789,4448.140,,69 0:57.963,0:57.963,57.963,4459.564,,69 0:57.493,0:57.493,57.493,4453.898,,69 0:58.299,0:58.299,58.299,4455.238,,,,,,,69 0:58.446,0:58.446,58.446,4454.594,,69 0:57.663,0:57.663,57.663,4449.604,,69 0:58.518,0:58.518,58.518,4455.812,,69 0:57.801,0:57.801,57.801,4450.370,,,,,,,69 0:58.552,0:58.552,58.552,4452.231,,69 0:58.719,0:58.719,58.719,4456.912,,69 0:58.473,0:58.473,58.473,4458.024,,69 0:58.519,0:58.519,58.519,4453,,69 0:57.951,0:57.951,57.951,4453.483,,69 0:58.742,0:58.742,58.742,4456.283,,69 0:58.159,0:58.159,58.159,4451.12,,69 0:58.621,0:58.621,58.621,4457.21,,69 0:58.237,0:58.237,58.237,4451.484,,68,4279.399,,111.952,,114.280,113.562,113.848,117.895,113.170,117.540,,112.542,116.749,116.133,115.082,117.006,122.202,118.794,120.152,119.190,118.142
,,,,,70 0:56.879,0:56.879,56.879,4505.019,,70 0:58.283,0:58.283,58.283,4517.847,,70 0:58.185,0:58.185,58.185,4512.083,,70 0:58.197,0:58.197,58.197,4513.435,,,,,,,70 0:58.268,0:58.268,58.268,4512.862,,70 0:57.431,0:57.431,57.431,4507.035,,70 0:58.203,0:58.203,58.203,4514.015,,70 0:57.686,0:57.686,57.686,4508.056,,,,,,,70 0:57.998,0:57.998,57.998,4510.229,,70 0:59.631,0:59.631,59.631,4516.543,,70 0:59.111,0:59.111,59.111,4517.135,,70 0:57.822,0:57.822,57.822,4510.822,,70 0:58.127,0:58.127,58.127,4511.61,,70 0:58.397,0:58.397,58.397,4514.68,,70 0:58.572,0:58.572,58.572,4509.692,,70 0:59.220,0:59.220,59.22,4516.43,,70 0:57.533,0:57.533,57.533,4509.017,,69,4342.332,,105.808,,109.899,108.788,109.152,113.480,108.038,112.906,,107.272,112.262,111.151,110.668,111.566,117.232,114.580,115.692,114.878,113.951
,,,,,71 0:56.811,0:56.811,56.811,4561.830,,71 0:58.849,0:58.849,58.849,4576.696,,71 0:57.792,0:57.792,57.792,4569.875,,71 0:57.772,0:57.772,57.772,4571.207,,,,,,,71 0:57.883,0:57.883,57.883,4570.745,,71 0:57.361,0:57.361,57.361,4564.396,,71 0:57.954,0:57.954,57.954,4571.969,,71 0:57.525,0:57.525,57.525,4565.581,,,,,,,71 0:57.578,0:57.578,57.578,4567.807,,71 0:58.944,0:58.944,58.944,4575.487,,71 0:58.874,0:58.874,58.874,4576.009,,71 0:57.831,0:57.831,57.831,4568.653,,71 0:57.800,0:57.800,57.8,4569.41,,71 0:58.051,0:58.051,58.051,4572.731,,71 0:57.379,0:57.379,57.379,4567.071,,71 0:58.118,0:58.118,58.118,4574.548,,71 0:56.961,0:56.961,56.961,4565.978,,70,4405.264,,99.755,,104.965,104.428,103.753,108.751,102.792,108.171,,101.771,107.598,106.346,105.558,106.819,112.583,111.279,111.871,111.166,109.416
,,,,,72 0:56.975,0:56.975,56.975,4618.805,,72 0:58.304,0:58.304,58.304,4635.000,,72 0:57.068,0:57.068,57.068,4626.943,,72 0:58.295,0:58.295,58.295,4629.502,,,,,,,72 0:58.275,0:58.275,58.275,4629.020,,72 0:57.582,0:57.582,57.582,4621.978,,72 0:57.968,0:57.968,57.968,4629.937,,72 0:58.400,0:58.400,58.400,4623.981,,,,,,,72 0:57.481,0:57.481,57.481,4625.288,,72 0:58.020,0:58.020,58.02,4633.507,,72 0:58.018,0:58.018,58.018,4634.027,,72 0:57.434,0:57.434,57.434,4626.087,,72 0:58.347,0:58.347,58.347,4627.757,,72 0:57.692,0:57.692,57.692,4630.423,,72 0:57.458,0:57.458,57.458,4624.529,,72 0:57.790,0:57.790,57.79,4632.338,,72 0:56.563,0:56.563,56.563,4622.541,,71,4468.196,,93.634,,99.611,98.875,97.782,103.773,97.385,103.011,,96.200,102.549,101.214,100.457,101.679,108.500,107.291,107.813,106.352,104.535
,,,,,73 0:56.826,0:56.826,56.826,4675.631,,73 0:58.277,0:58.277,58.277,4693.277,,73 0:57.185,0:57.185,57.185,4684.128,,73 0:58.633,0:58.633,58.633,4688.135,,,,,,,73 0:58.592,0:58.592,58.592,4687.612,,73 0:58.233,0:58.233,58.233,4680.211,,73 0:58.720,0:58.720,58.720,4688.657,,73 0:57.621,0:57.621,57.621,4681.602,,,,,,,73 0:57.502,0:57.502,57.502,4682.79,,73 0:58.274,0:58.274,58.274,4691.781,,73 0:58.406,0:58.406,58.406,4692.433,,73 0:57.463,0:57.463,57.463,4683.55,,73 0:57.191,0:57.191,57.191,4684.948,,73 0:58.857,0:58.857,58.857,4689.28,,73 0:57.742,0:57.742,57.742,4682.271,,73 0:57.944,0:57.944,57.944,4690.282,,73 0:56.514,0:56.514,56.514,4679.055,,72,4531.129,,87.676,,94.159,93.400,91.412,98.808,92.852,98.373,,90.849,97.891,96.628,94.958,95.814,103.871,102.378,102.898,101.209,99.294
,,,,,74 0:56.911,0:56.911,56.911,4732.542,,74 0:58.262,0:58.262,58.262,4751.539,,74 0:57.499,0:57.499,57.499,4741.627,,74 0:58.063,0:58.063,58.063,4746.198,,,,,,,74 0:57.890,0:57.890,57.890,4745.502,,74 0:57.514,0:57.514,57.514,4737.725,,74 0:58.465,0:58.465,58.465,4747.122,,74 0:57.565,0:57.565,57.565,4739.167,,,,,,,74 0:57.716,0:57.716,57.716,4740.506,,74 0:58.004,0:58.004,58.004,4749.785,,74 0:58.563,0:58.563,58.563,4750.996,,74 0:57.669,0:57.669,57.669,4741.219,,74 0:57.449,0:57.449,57.449,4742.397,,74 0:58.583,0:58.583,58.583,4747.863,,74 0:57.537,0:57.537,57.537,4739.808,,74 0:57.720,0:57.720,57.72,4748.002,,74 0:56.710,0:56.710,56.71,4735.765,,73,4594.061,,81.570,,88.729,88.210,84.994,94.596,87.541,94.074,,86.150,93.551,90.887,89.489,90.067,99.216,97.720,98.372,96.221,95.219
,,,,,75 0:56.826,0:56.826,56.826,4789.368,,75 0:58.917,0:58.917,58.917,4810.456,,75 0:57.980,0:57.980,57.980,4799.607,,75 0:57.623,0:57.623,57.623,4803.821,,,,,,,75 0:57.433,0:57.433,57.433,4802.935,,75 0:57.350,0:57.350,57.350,4795.075,,75 0:57.577,0:57.577,57.577,4804.699,,75 0:57.479,0:57.479,57.479,4796.646,,,,,,,75 0:57.577,0:57.577,57.577,4798.083,,75 0:58.379,0:58.379,58.379,4808.164,,75 0:58.649,0:58.649,58.649,4809.645,,75 0:57.718,0:57.718,57.718,4798.937,,75 0:57.850,0:57.850,57.85,4800.247,,75 0:57.551,0:57.551,57.551,4805.414,,75 0:57.611,0:57.611,57.611,4797.419,,75 0:58.359,0:58.359,58.359,4806.361,,75 0:56.393,0:56.393,56.393,4792.158,,74,4656.994,,75.548,,83.512,82.814,78.771,90.128,82.173,89.204,,80.731,88.508,85.403,84.225,84.633,94.545,92.791,94.002,91.008,90.869
,,,,,76 0:56.862,0:56.862,56.862,4846.230,,76 0:59.093,0:59.093,59.093,4869.549,,76 0:57.361,0:57.361,57.361,4856.968,,76 0:57.349,0:57.349,57.349,4861.170,,,,,,,76 0:57.377,0:57.377,57.377,4860.312,,76 0:57.613,0:57.613,57.613,4852.688,,76 0:57.431,0:57.431,57.431,4862.130,,76 0:57.505,0:57.505,57.505,4854.151,,,,,,,76 0:57.441,0:57.441,57.441,4855.524,,76 0:57.973,0:57.973,57.973,4866.137,,76 0:58.543,0:58.543,58.543,4868.188,,76 0:57.471,0:57.471,57.471,4856.408,,76 0:57.566,0:57.566,57.566,4857.813,,76 0:57.683,0:57.683,57.683,4863.097,,76 0:57.465,0:57.465,57.465,4854.884,,76 0:57.488,0:57.488,57.488,4863.849,,76 0:56.442,0:56.442,56.442,4848.6,,75,4719.926,,69.442,,78.157,77.493,72.232,84.773,76.720,83.895,,75.149,83.009,80.321,79.011,79.681,90.530,88.238,89.719,86.435,85.488
,,,,,77 0:56.885,0:56.885,56.885,4903.115,,77 0:58.545,0:58.545,58.545,4928.094,,77 0:58.150,0:58.150,58.150,4915.118,,77 0:57.402,0:57.402,57.402,4918.572,,,,,,,77 0:57.473,0:57.473,57.473,4917.785,,77 0:57.473,0:57.473,57.473,4910.161,,77 0:57.705,0:57.705,57.705,4919.835,,77 0:57.442,0:57.442,57.442,4911.593,,,,,,,77 0:57.658,0:57.658,57.658,4913.182,,77 0:58.325,0:58.325,58.325,4924.462,,77 0:58.520,0:58.520,58.52,4926.708,,77 0:57.586,0:57.586,57.586,4913.994,,77 0:57.479,0:57.479,57.479,4915.292,,77 0:57.711,0:57.711,57.711,4920.808,,77 1:00.164,1:00.164,60.164,4915.048,,77 0:57.891,0:57.891,57.891,4921.74,,77 0:56.862,0:56.862,56.862,4905.462,,76,4782.858,,63.372,,72.666,72.026,65.742,79.272,71.293,78.312,,69.830,77.454,74.955,73.550,74.110,86.691,83.279,85.330,80.991,80.239
,,,,,78 0:56.999,0:56.999,56.999,4960.114,,78 0:58.415,0:58.415,58.415,4986.509,,78 0:57.330,0:57.330,57.330,4972.448,,78 0:57.709,0:57.709,57.709,4976.281,,,,,,,78 0:57.787,0:57.787,57.787,4975.572,,78 0:57.728,0:57.728,57.728,4967.889,,78 0:57.742,0:57.742,57.742,4977.577,,78 0:57.723,0:57.723,57.723,4969.316,,,,,,,78 0:57.531,0:57.531,57.531,4970.713,,78 0:58.721,0:58.721,58.721,4983.183,,78 0:58.470,0:58.470,58.47,4985.178,,78 0:57.502,0:57.502,57.502,4971.496,,78 0:58.002,0:58.002,58.002,4973.294,,78 0:57.883,0:57.883,57.883,4978.691,,78 0:59.084,0:59.084,59.084,4974.132,,78 0:57.811,0:57.811,57.811,4979.551,,78 P 0:59.091,0:59.091,59.091,4964.553,,77,4845.791,,57.324,,67.391,69.257,59.671,74.044,65.802,72.781,,64.370,71.994,69.501,68.203,69.327,82.303,78.671,80.917,75.949,75.017
,,,,,79 0:57.193,0:57.193,57.193,5017.307,,79 0:58.193,0:58.193,58.193,5044.702,,79 0:57.450,0:57.450,57.450,5029.898,,79 0:57.884,0:57.884,57.884,5034.165,,,,,,,79 0:57.762,0:57.762,57.762,5033.334,,79 0:57.550,0:57.550,57.550,5025.439,,79 0:57.859,0:57.859,57.859,5035.436,,79 0:57.542,0:57.542,57.542,5026.858,,,,,,,79 0:57.550,0:57.550,57.55,5028.263,,79 0:58.837,0:58.837,58.837,5042.02,,79 0:58.510,0:58.510,58.51,5043.688,,79 0:57.641,0:57.641,57.641,5029.137,,79 0:57.550,0:57.550,57.55,5030.844,,79 0:57.802,0:57.802,57.802,5036.493,,79 0:57.653,0:57.653,57.653,5031.785,,79 0:57.789,0:57.789,57.789,5037.34,,79 1:16.832,1:16.832,76.832,5041.385,,78,4908.723,,51.391,,61.990,65.409,55.830,68.854,60.593,67.558,,59.166,66.849,64.571,62.773,63.725,77.786,74.460,76.455,70.828,69.968
,,,,,80 0:57.000,0:57.000,57.000,5074.307,,80 0:58.018,0:58.018,58.018,5102.720,,80 0:57.177,0:57.177,57.177,5087.075,,80 0:57.289,0:57.289,57.289,5091.454,,,,,,,80 0:57.286,0:57.286,57.286,5090.620,,80 0:57.522,0:57.522,57.522,5082.961,,80 0:57.529,0:57.529,57.529,5092.965,,80 0:57.435,0:57.435,57.435,5084.293,,,,,,,80 0:57.165,0:57.165,57.165,5085.428,,80 0:57.866,0:57.866,57.866,5099.886,,80 0:58.294,0:58.294,58.294,5101.982,,80 0:57.262,0:57.262,57.262,5086.399,,80 0:57.001,0:57.001,57.001,5087.845,,80 0:57.639,0:57.639,57.639,5094.132,,80 0:57.038,0:57.038,57.038,5088.823,,80 0:57.696,0:57.696,57.696,5095.036,,80 0:55.404,0:55.404,55.404,5096.789,,79,4971.655,,45.652,,56.608,60.130,69.730,63.781,55.203,62.510,,53.784,61.679,59.189,57.482,58.243,73.047,70.365,72.033,65.685,64.838
,,,,,81 0:57.118,0:57.118,57.118,5131.425,,81 0:58.395,0:58.395,58.395,5161.115,,81 0:57.278,0:57.278,57.278,5144.353,,81 0:57.591,0:57.591,57.591,5149.045,,,,,,,81 0:57.362,0:57.362,57.362,5147.982,,81 0:57.529,0:57.529,57.529,5140.490,,81 0:57.672,0:57.672,57.672,5150.637,,81 0:57.401,0:57.401,57.401,5141.694,,,,,,,81 0:57.232,0:57.232,57.232,5142.66,,81 0:58.254,0:58.254,58.254,5158.14,,81 0:58.690,0:58.690,58.69,5160.672,,81 0:57.221,0:57.221,57.221,5143.62,,81 0:57.105,0:57.105,57.105,5144.95,,81 0:57.865,0:57.865,57.865,5151.997,,81 0:57.546,0:57.546,57.546,5146.369,,81 0:58.649,0:58.649,58.649,5153.685,,81 0:56.542,0:56.542,56.542,5153.331,,80,5034.588,,39.719,,50.840,54.235,62.201,58.377,49.705,56.866,,48.373,56.032,53.257,51.811,52.487,68.132,65.298,67.394,60.448,59.544
,,,,,82 0:57.394,0:57.394,57.394,5188.819,,82 0:58.012,0:58.012,58.012,5219.127,,82 0:57.339,0:57.339,57.339,5201.692,,82 0:57.356,0:57.356,57.356,5206.401,,,,,,,82 0:57.590,0:57.590,57.590,5205.572,,82 0:57.557,0:57.557,57.557,5198.047,,82 0:57.670,0:57.670,57.670,5208.307,,82 0:57.554,0:57.554,57.554,5199.248,,,,,,,82 0:57.648,0:57.648,57.648,5200.308,,82 0:58.202,0:58.202,58.202,5216.342,,82 0:59.696,0:59.696,59.696,5220.368,,82 0:57.492,0:57.492,57.492,5201.112,,82 0:57.448,0:57.448,57.448,5202.398,,82 0:57.750,0:57.750,57.75,5209.747,,82 0:57.198,0:57.198,57.198,5203.567,,82 0:57.870,0:57.870,57.87,5211.555,,82 0:56.777,0:56.777,56.777,5210.108,,81,5097.520,,33.905,,45.140,48.849,55.811,53.117,44.174,51.525,,42.970,50.462,47.430,46.100,46.833,63.595,60.620,63.152,56.165,54.477
,,,,,83 0:57.066,0:57.066,57.066,5245.885,,83 0:57.944,0:57.944,57.944,5277.071,,83 0:57.649,0:57.649,57.649,5259.341,,83 0:57.467,0:57.467,57.467,5263.868,,,,,,,83 0:57.458,0:57.458,57.458,5263.030,,83 0:57.466,0:57.466,57.466,5255.513,,83 0:57.644,0:57.644,57.644,5265.951,,83 0:57.520,0:57.520,57.520,5256.768,,,,,,,83 0:57.512,0:57.512,57.512,5257.82,,83 0:58.401,0:58.401,58.401,5274.743,,83 0:58.623,0:58.623,58.623,5278.991,,83 0:57.625,0:57.625,57.625,5258.737,,83 0:57.827,0:57.827,57.827,5260.225,,83 0:58.211,0:58.211,58.211,5267.958,,83 0:57.305,0:57.305,57.305,5260.872,,83 0:58.175,0:58.175,58.175,5269.73,,83 0:56.319,0:56.319,56.319,5266.427,,82,5160.452,,28.367,,39.856,43.115,49.656,47.855,38.796,45.949,,37.595,45.120,41.946,40.660,41.240,58.675,55.890,59.916,51.103,49.295
,,,,,84 0:57.374,0:57.374,57.374,5303.259,,84 0:58.288,0:58.288,58.288,5335.359,,84 0:57.524,0:57.524,57.524,5316.865,,84 0:57.395,0:57.395,57.395,5321.263,,,,,,,84 0:57.592,0:57.592,57.592,5320.622,,84 0:57.532,0:57.532,57.532,5313.045,,84 0:58.309,0:58.309,58.309,5324.260,,84 0:57.633,0:57.633,57.633,5314.401,,,,,,,84 0:57.476,0:57.476,57.476,5315.296,,84 0:58.113,0:58.113,58.113,5332.856,,84 0:58.313,0:58.313,58.313,5337.304,,84 0:57.440,0:57.440,57.44,5316.177,,84 0:57.385,0:57.385,57.385,5317.61,,84 0:57.815,0:57.815,57.815,5325.773,,84 0:57.353,0:57.353,57.353,5318.225,,84 0:57.744,0:57.744,57.744,5327.474,,84 0:56.499,0:56.499,56.499,5322.926,,83,5223.385,,22.500,,34.435,37.487,43.042,42.566,33.383,40.483,,32.128,39.645,36.840,35.352,35.956,53.686,51.358,55.606,46.345,44.573
,,,,,85 0:57.208,0:57.208,57.208,5360.467,,85 0:57.761,0:57.761,57.761,5393.120,,85 0:57.322,0:57.322,57.322,5374.187,,85 0:57.270,0:57.270,57.270,5378.533,,,,,,,85 0:58.739,0:58.739,58.739,5379.361,,85 0:57.546,0:57.546,57.546,5370.591,,85 0:57.857,0:57.857,57.857,5382.117,,85 0:57.388,0:57.388,57.388,5371.789,,,,,,,85 0:57.395,0:57.395,57.395,5372.691,,85 0:58.139,0:58.139,58.139,5390.995,,85 0:58.166,0:58.166,58.166,5395.47,,85 0:57.377,0:57.377,57.377,5373.554,,85 0:57.400,0:57.400,57.4,5375.01,,85 0:57.677,0:57.677,57.677,5383.45,,85 0:57.798,0:57.798,57.798,5376.023,,85 0:57.513,0:57.513,57.513,5384.987,,85 0:56.970,0:56.970,56.97,5379.896,,84,5286.317,,16.942,,28.979,31.908,36.609,37.943,28.084,34.946,,26.728,34.305,31.293,29.860,30.548,49.042,46.539,50.987,41.157,39.456
,,,,,86 0:57.404,0:57.404,57.404,5417.871,,86 0:57.727,0:57.727,57.727,5450.847,,86 0:57.386,0:57.386,57.386,5431.573,,86 0:57.529,0:57.529,57.529,5436.062,,,,,,,86 0:58.447,0:58.447,58.447,5437.808,,86 0:57.521,0:57.521,57.521,5428.112,,86 0:57.762,0:57.762,57.762,5439.879,,86 0:57.404,0:57.404,57.404,5429.193,,,,,,,86 0:57.199,0:57.199,57.199,5429.89,,86 0:58.257,0:58.257,58.257,5449.252,,86 0:58.375,0:58.375,58.375,5453.845,,86 0:57.225,0:57.225,57.225,5430.779,,86 0:57.326,0:57.326,57.326,5432.336,,86 0:57.811,0:57.811,57.811,5441.261,,86 0:57.039,0:57.039,57.039,5433.062,,86 0:58.107,0:58.107,58.107,5443.094,,86 0:56.848,0:56.848,56.848,5436.744,,85,5349.249,,11.218,,23.442,26.774,30.647,32.868,22.540,29.284,,21.342,30.112,25.761,24.305,24.938,43.871,41.746,46.221,35.738,34.201
,,,,,87 0:57.243,0:57.243,57.243,5475.114,,87 0:57.941,0:57.941,57.941,5508.788,,87 0:57.383,0:57.383,57.383,5488.956,,87 0:58.593,0:58.593,58.593,5494.655,,,,,,,87 0:57.833,0:57.833,57.833,5495.641,,87 0:57.520,0:57.520,57.520,5485.632,,87 0:57.846,0:57.846,57.846,5497.725,,87 0:57.790,0:57.790,57.790,5486.983,,,,,,,87 0:57.804,0:57.804,57.804,5487.694,,87 0:58.232,0:58.232,58.232,5507.484,,87 0:58.127,0:58.127,58.127,5511.972,,87 0:57.665,0:57.665,57.665,5488.444,,87 0:57.312,0:57.312,57.312,5489.648,,87 0:57.964,0:57.964,57.964,5499.225,,87 0:57.441,0:57.441,57.441,5490.503,,87 0:58.173,0:58.173,58.173,5501.267,,87 0:56.926,0:56.926,56.926,5493.67,,86,5412.182,,5.689,,17.708,20.880,24.562,27.697,17.011,23.880,,15.930,25.626,20.154,18.597,19.391,38.665,37.070,41.663,30.912,29.079
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,5475.114,,0.000,,12.580,15.389,18.556,22.611,11.869,19.541,,10.518,20.527,14.534,13.330,13.842,33.674,32.370,36.858,26.153,24.111
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
